STOK KODU,STOK ADI,SEKTÖR ADI,MARKA,BARKOD 1,ÜRÜN GRUP KODU,AKS,CİNSİYET,UNIQ KOD,UNIQ ADI
DGIP4DN1002,GEMSTONE LIPSTICK 415 SAPPHIRE RUST,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971188789,1-MA-00,MAKYAJ,UNISEX,DGB000001126,GEMSTONE LIPSTICK 415 SAPPHIRE RUST
DGIP4DN1003,GEMSTONE LIPSTICK 420 EMERALD SCARLETT,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971188796,1-MA-00,MAKYAJ,UNISEX,DGB000001127,GEMSTONE LIPSTICK 420 EMERALD SCARLETT
DGIP4DN1004,GEMSTONE LIP BALM 00 DIAMOND,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971188802,1-MA-00,MAKYAJ,UNISEX,DGB000001128,GEMSTONE LIP BALM 00 DIAMOND
DGIP4DN1005,MY COMFY MATTE 03.12,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182824,1-MA-00,MAKYAJ,UNISEX,DGB000001050,MY COMFY MATTE 03.12
DGIP4DN1006,MY COMFY MATTE 20.03,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182831,1-MA-00,MAKYAJ,UNISEX,DGB000001130,MY COMFY MATTE 20.03
DGIP4DN1007,MY COMFY MATTE 1984,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182848,1-MA-00,MAKYAJ,UNISEX,DGB000001131,MY COMFY MATTE 1984
DGIP4DN1008,MY COMFY MATTE 26.09,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182855,1-MA-00,MAKYAJ,UNISEX,DGB000001132,MY COMFY MATTE 26.09
DGIP4DN1009,MY COMFY MATTE 19.01,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182862,1-MA-00,MAKYAJ,UNISEX,DGB000001133,MY COMFY MATTE 19.01
DGIP4DN1010,MY COMFY MATTE 08.08,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182879,1-MA-00,MAKYAJ,UNISEX,DGB000001051,MY COMFY MATTE 08.08
DGIP4DN1011,MY COMFY MATTE 1981,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182886,1-MA-00,MAKYAJ,UNISEX,DGB000001134,MY COMFY MATTE 1981
DGIP4DN1012,MY COMFY MATTE 31.05,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182893,1-MA-00,MAKYAJ,UNISEX,DGB000001135,MY COMFY MATTE 31.05
DGIP4DN1013,MY COMFY MATTE 01.10,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182909,1-MA-00,MAKYAJ,UNISEX,DGB000001136,MY COMFY MATTE 01.10
DGIP4DN1014,MY COMFY MATTE 27.01,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182916,1-MA-00,MAKYAJ,UNISEX,DGB000001052,MY COMFY MATTE 27.01
DGIP4DN1015,MY COMFY MATTE 25.01,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182923,1-MA-00,MAKYAJ,UNISEX,DGB000001053,MY COMFY MATTE 25.01
DGIP4DN1016,MY COMFY MATTE 11.11,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182930,1-MA-00,MAKYAJ,UNISEX,DGB000001137,MY COMFY MATTE 11.11
DGIP4DN1017,MY COMFY MATTE 25.05,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182947,1-MA-00,MAKYAJ,UNISEX,DGB000001054,MY COMFY MATTE 25.05
DGIP4DN1018,MY COMFY MATTE 14.02,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182954,1-MA-00,MAKYAJ,UNISEX,DGB000001138,MY COMFY MATTE 14.02
DGIP4DN1019,MY COMFY MATTE 2018,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182961,1-MA-00,MAKYAJ,UNISEX,DGB000001139,MY COMFY MATTE 2018
DGIP4DN1020,MY COMFY MATTE 14.03,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182978,1-MA-00,MAKYAJ,UNISEX,DGB000001140,MY COMFY MATTE 14.03
DGIP4DN1021,MY COMFY MATTE 520,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182985,1-MA-00,MAKYAJ,UNISEX,DGB000001141,MY COMFY MATTE 520
DGIP4DN1022,MY COMFY MATTE 24.11,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182992,1-MA-00,MAKYAJ,UNISEX,DGB000001142,MY COMFY MATTE 24.11
DGIP4DN1023,MY COMFY MATTE 1004,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971183005,1-MA-00,MAKYAJ,UNISEX,DGB000001143,MY COMFY MATTE 1004
DGIP4DN1024,MY COMFY MATTE 21.05,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971183012,1-MA-00,MAKYAJ,UNISEX,DGB000001055,MY COMFY MATTE 21.05
DGIP4DN1025,MY COMFY MATTE 777,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971183067,1-MA-00,MAKYAJ,UNISEX,DGB000001144,MY COMFY MATTE 777
DGIP4DN1026,MY COMFY MATTE 13.01,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971183074,1-MA-00,MAKYAJ,UNISEX,DGB000001145,MY COMFY MATTE 13.01
DGIP4DN1027,MY COMFY MATTE 01.03,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971183081,1-MA-00,MAKYAJ,UNISEX,DGB000001146,MY COMFY MATTE 01.03
DGIP4DN1028,MY COMFY MATTE 08.03,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971183098,1-MA-00,MAKYAJ,UNISEX,DGB000001147,MY COMFY MATTE 08.03
DGIP4DN1029,MY SCULPT SATIN 30.07,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971184620,1-MA-00,MAKYAJ,UNISEX,DGB000001148,MY SCULPT SATIN 30.07
DGIP4DN1030,MY SCULPT SATIN 21.10,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971184637,1-MA-00,MAKYAJ,UNISEX,DGB000001149,MY SCULPT SATIN 21.10
DGIP4DN1031,MY SCULPT SATIN 01.01,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971184644,1-MA-00,MAKYAJ,UNISEX,DGB000001150,MY SCULPT SATIN 01.01
DGIP4DN1032,MY SCULPT SATIN 1984,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971184651,1-MA-00,MAKYAJ,UNISEX,DGB000001151,MY SCULPT SATIN 1984
DGIP4DN1033,MY SCULPT SATIN 31.10,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971184668,1-MA-00,MAKYAJ,UNISEX,DGB000001056,MY SCULPT SATIN 31.10
DGIP4DN1034,MY SCULPT SATIN 03.03,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971184675,1-MA-00,MAKYAJ,UNISEX,DGB000001152,MY SCULPT SATIN 03.03
DGIP4DN1035,MY SCULPT SATIN 1981,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971184682,1-MA-00,MAKYAJ,UNISEX,DGB000001153,MY SCULPT SATIN 1981
DGIP4DN1036,MY SCULPT SATIN 23.04,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971184699,1-MA-00,MAKYAJ,UNISEX,DGB000001154,MY SCULPT SATIN 23.04
DGIP4DN1037,MY SCULPT SATIN 26.07,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971184705,1-MA-00,MAKYAJ,UNISEX,DGB000001155,MY SCULPT SATIN 26.07
DGIP4DN1038,MY SCULPT SATIN 12.06,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971184712,1-MA-00,MAKYAJ,UNISEX,DGB000001156,MY SCULPT SATIN 12.06
DGIP4DN1039,MY SCULPT SATIN 31.12,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971184729,1-MA-00,MAKYAJ,UNISEX,DGB000001157,MY SCULPT SATIN 31.12
DGIP4DN1040,MY SCULPT SATIN 2018,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971184736,1-MA-00,MAKYAJ,UNISEX,DGB000001158,MY SCULPT SATIN 2018
DGIP4DN1041,MY SCULPT SATIN 1314,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971184743,1-MA-00,MAKYAJ,UNISEX,DGB000001159,MY SCULPT SATIN 1314
DGIP4DN1042,MY SCULPT SATIN 03.07,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971184750,1-MA-00,MAKYAJ,UNISEX,DGB000001160,MY SCULPT SATIN 03.07
DGIP4DN1043,MY SCULPT SATIN 25.12,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971184767,1-MA-00,MAKYAJ,UNISEX,DGB000001161,MY SCULPT SATIN 25.12
DGIP4DN1044,MY SCULPT SATIN 888,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971184774,1-MA-00,MAKYAJ,UNISEX,DGB000001162,MY SCULPT SATIN 888
DGIP4DN1045,MY SCULPT SATIN 06.07,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971184781,1-MA-00,MAKYAJ,UNISEX,DGB000001163,MY SCULPT SATIN 06.07
DGIP4DN1046,MY SCULPT SATIN 08.06,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971184798,1-MA-00,MAKYAJ,UNISEX,DGB000001164,MY SCULPT SATIN 08.06
DGIP4DN1047,MY JUICY SHEER 17.02,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971185023,1-MA-00,MAKYAJ,UNISEX,DGB000001165,MY JUICY SHEER 17.02
DGIP4DN1048,MY JUICY SHEER 1984,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971185030,1-MA-00,MAKYAJ,UNISEX,DGB000001166,MY JUICY SHEER 1984
DGIP4DN1049,MY JUICY SHEER 1981,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971185047,1-MA-00,MAKYAJ,UNISEX,DGB000001167,MY JUICY SHEER 1981
DGIP4DN1050,MY JUICY SHEER 22.04,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971185054,1-MA-00,MAKYAJ,UNISEX,DGB000001168,MY JUICY SHEER 22.04
DGIP4DN1051,MY JUICY SHEER 01.08,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971185061,1-MA-00,MAKYAJ,UNISEX,DGB000001169,MY JUICY SHEER 01.08
DGIP4DN1052,MY JUICY SHEER 19.03,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971185078,1-MA-00,MAKYAJ,UNISEX,DGB000001170,MY JUICY SHEER 19.03
DGIP4DN1053,MY JUICY SHEER 2018,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971185085,1-MA-00,MAKYAJ,UNISEX,DGB000001171,MY JUICY SHEER 2018
DGIP4DN1054,MY JUICY SHEER 20184,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971185092,1-MA-00,MAKYAJ,UNISEX,DGB000001172,MY JUICY SHEER 20184
DGIP4DN1055,MY JUICY SHEER 15.08,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971185108,1-MA-00,MAKYAJ,UNISEX,DGB000001173,MY JUICY SHEER 15.08
DGIP4DN1056,MY JUICY SHEER 13.09,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971185115,1-MA-00,MAKYAJ,UNISEX,DGB000001174,MY JUICY SHEER 13.09
DGIP4DN1057,MY JUICY SHEER 13.03,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971185122,1-MA-00,MAKYAJ,UNISEX,DGB000001175,MY JUICY SHEER 13.03
DGIP4DN1058,MY JUICY SHEER 333,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971185139,1-MA-00,MAKYAJ,UNISEX,DGB000001176,MY JUICY SHEER 333
DGIP4DN1059,LIP PENCIL 01 MY HONEY NUDE,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754409512,1-MA-00,MAKYAJ,UNISEX,DGB000001205,LIP PENCIL 01 MY HONEY NUDE
DGIP4DN1060,LIP PENCIL 02 MY BROWNIE NUDE,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754409529,1-MA-00,MAKYAJ,UNISEX,DGB000001206,LIP PENCIL 02 MY BROWNIE NUDE
DGIP4DN1061,LIP PENCIL 03 MY ROSY NUDE,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754409536,1-MA-00,MAKYAJ,UNISEX,DGB000001207,LIP PENCIL 03 MY ROSY NUDE
DGIP4DN1062,LIP PENCIL 04 MY CARAMEL BROWN,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754409543,1-MA-00,MAKYAJ,UNISEX,DGB000001208,LIP PENCIL 04 MY CARAMEL BROWN
DGIP4DN1063,LIP PENCIL 05 MY CHOCOLATE BROWN,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754409550,1-MA-00,MAKYAJ,UNISEX,DGB000001209,LIP PENCIL 05 MY CHOCOLATE BROWN
DGIP4DN1064,LIP PENCIL 06 MY RICH PLUM,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754409567,1-MA-00,MAKYAJ,UNISEX,DGB000001210,LIP PENCIL 06 MY RICH PLUM
DGIP4DN1065,LIP PENCIL 07 MY CRIMSON RED,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754409574,1-MA-00,MAKYAJ,UNISEX,DGB000001211,LIP PENCIL 07 MY CRIMSON RED
DGIP4DN1066,LIP PENCIL 08 MY DEVOTION RED,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754409581,1-MA-00,MAKYAJ,UNISEX,DGB000001212,LIP PENCIL 08 MY DEVOTION RED
DGIP4DN1067,LIP PENCIL 09 MY BRIGHT RED,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754409598,1-MA-00,MAKYAJ,UNISEX,DGB000001213,LIP PENCIL 09 MY BRIGHT RED
DGIP4DN1068,LIP PENCIL 10 MY PINKY CORAL,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754409604,1-MA-00,MAKYAJ,UNISEX,DGB000001214,LIP PENCIL 10 MY PINKY CORAL
DGIP4DN1069,LIP PENCIL 11 MY TERRACOTTA PEACH,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754409611,1-MA-00,MAKYAJ,UNISEX,DGB000001215,LIP PENCIL 11 MY TERRACOTTA PEACH
DGIP4DN1070,LIP PENCIL 12 MY PASTEL PINK,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754409628,1-MA-00,MAKYAJ,UNISEX,DGB000001216,LIP PENCIL 12 MY PASTEL PINK
DGIP4DN1074,LIP PENCIL 13 MY CANDY PINK,SELEKTIF TEKLİ,DOLCE & GABBANA,8056669920908,1-MA-00,MAKYAJ,UNISEX,DGB000001217,LIP PENCIL 13 MY CANDY PINK
DGIP4DN1075,LIP PENCIL 14 MY ROSEWOOD PINK,SELEKTIF TEKLİ,DOLCE & GABBANA,8056669920915,1-MA-00,MAKYAJ,UNISEX,DGB000001218,LIP PENCIL 14 MY ROSEWOOD PINK
DGIP4DV1000,DEVOTION EVERKISS HOPE 100,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754401165,1-MA-00,MAKYAJ,UNISEX,DGB000000998,DEVOTION LIP LAC SPERANZA 100
DGIP4DV1001,DEVOTION EVERKISS RESPECT 105,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754401172,1-MA-00,MAKYAJ,UNISEX,DGB000000999,DEVOTION LIP LAC RISPETTO 105
DGIP4DV1002,DEVOTION EVERKISS GENEROSITY 110,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754401189,1-MA-00,MAKYAJ,UNISEX,DGB000001000,DEVOTION LIP LAC GENEROSITA' 110
DGIP4DV1003,DEVOTION EVERKISS GRATITUDE 200,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754401196,1-MA-00,MAKYAJ,UNISEX,DGB000001001,DEVOTION LIP LAC GRATITUDINE 200
DGIP4DV1004,DEVOTION EVERKISS AFFECTION 205,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754401202,1-MA-00,MAKYAJ,UNISEX,DGB000001002,DEVOTION LIP LAC AFFETTO 205
DGIP4DV1005,DEVOTION EVERKISS HAPPINESS 300,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754401219,1-MA-00,MAKYAJ,UNISEX,DGB000001026,DEVOTION EVERKISS HAPPINESS 300
DGIP4DV1006,DEVOTION EVERKISS PRIDE 400,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754401226,1-MA-00,MAKYAJ,UNISEX,DGB000001003,DEVOTION LIP LAC ORGOGLIO 400
DGIP4DV1007,DEVOTION EVERKISS DEVOTION 405,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754401233,1-MA-00,MAKYAJ,UNISEX,DGB000001004,DEVOTION LIP LAC DEVOZIONE 405
DGIP4DV1008,DEVOTION EVERKISS AUDACITY 410,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754401240,1-MA-00,MAKYAJ,UNISEX,DGB000001005,DEVOTION LIP LAC AUDACIA 410
DGIP4DV1010,EVERKISS LIQUIDLIP 90 DESIRE,SELEKTIF TEKLİ,DOLCE & GABBANA,8056669926481,1-MA-00,MAKYAJ,UNISEX,,
DGIP4DV1011,EVERKISS LIQUIDLIP 150 COURAGE,SELEKTIF TEKLİ,DOLCE & GABBANA,8056669926498,1-MA-00,MAKYAJ,UNISEX,,
DGIP4DV1012,EVERKISS LIQUIDLIP 215 PASSION,SELEKTIF TEKLİ,DOLCE & GABBANA,8056669926504,1-MA-00,MAKYAJ,UNISEX,,
DGIP4LB1000,MINT OIL LIP PLUMPER,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971189540,1-MA-00,MAKYAJ,UNISEX,DGB000001177,MINT OIL LIP PLUMPER
DGIP4LB1001,ROSE DEW LIP BITE 01 BUBBLY PINK,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754407716,1-MA-00,MAKYAJ,UNISEX,,
DGIP4LB1002,ROSE DEW LIP BITE 02 DAINTY MAUVE,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754407723,1-MA-00,MAKYAJ,UNISEX,,
DGIP4LB1003,ROSE DEW LIP BITE 03 FIZZY CORAL,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754407730,1-MA-00,MAKYAJ,UNISEX,,
DGIP4LB1004,ROSE DEW LIP BITE 04 FLIRTY RED,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754407747,1-MA-00,MAKYAJ,UNISEX,,
DGIP4LB1005,ROSE DEW LIP BITE 05 DREAMY ROSEWOOD,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754407754,1-MA-00,MAKYAJ,UNISEX,,
DGIP4LB1006,ROSE DEW LIP BITE 06 QUIRKY MOCHA,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754407761,1-MA-00,MAKYAJ,UNISEX,,
DGIP4LB1007,LIP MINT OIL TANGELO SPRITZ,SELEKTIF TEKLİ,DOLCE & GABBANA,8056669926283,1-MA-00,MAKYAJ,UNISEX,,
DGIP4LB1008,LIP OIL WATERMELON GRANITA,SELEKTIF TEKLİ,DOLCE & GABBANA,8056669926290,1-MA-00,MAKYAJ,UNISEX,,
DGIP4LB1009,LIP MINT OIL ICED ESPRESSO,SELEKTIF TEKLİ,DOLCE & GABBANA,8056669926306,1-MA-00,MAKYAJ,UNISEX,,
DGIP4LB2000,XMAS25 LIP SCRUB+LIP OIL+POUCH,SELEKTIF ÇOKLU,DOLCE & GABBANA,8056669922476,1-PA-00,PARFÜM,KADIN,,
DGIP4SF1000,BOLD SS25 LIP KIT 2 MAUVE GLOSS,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182428,1-MA-00,MAKYAJ,UNISEX,DGB000001226,BOLD SS25 LIP KIT 2 MAUVE GLOSS
DGIP4SF1001,BOLD SS25 LIP KIT 6 PURPLE GLOSS,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182435,1-MA-00,MAKYAJ,UNISEX,DGB000001227,BOLD SS25 LIP KIT 6 PURPLE GLOSS
DGIP4SF1002,BOLD SS25 LIP KIT 5 RED GLOSS,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182442,1-MA-00,MAKYAJ,UNISEX,DGB000001228,BOLD SS25 LIP KIT 5 RED GLOSS
DGIP4SF1004,BOLD SS25 LIP KIT 1 PINK GLOSS,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182466,1-MA-00,MAKYAJ,UNISEX,DGB000001229,BOLD SS25 LIP KIT 1 PINK GLOSS
DGIP4SF1006,BOLD SS25 LIP KIT 3 CHOCOLATE GLOSS,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182480,1-MA-00,MAKYAJ,UNISEX,DGB000001230,BOLD SS25 LIP KIT 3 CHOCOLATE GLOSS
DGIP4SF1007,BOLD SS25 LIP KIT 4 TRANSPARENT GLOSS,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971182497,1-MA-00,MAKYAJ,UNISEX,DGB000001231,BOLD SS25 LIP KIT 4 TRANSPARENT GLOSS
DGIP5DN1000,BOLD AW25 NAILED IT 08 RED ICON,SELEKTIF TEKLİ,DOLCE & GABBANA,8056669926825,1-MA-00,MAKYAJ,UNISEX,,
DGIP5SF1000,SF AW24 NAILED IT 7 BLACK ICON,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971189106,1-MA-00,MAKYAJ,UNISEX,DGB000001178,SF AW24 NAILED IT 7 BLACK ICON
DGIP5SF1001,SF AW24 NAILED IT 6 RED GOAT,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971189113,1-MA-00,MAKYAJ,UNISEX,DGB000001181,SF AW24 NAILED IT 6 RED GOAT
DGIP5SF1002,SF AW24 NAILED IT 3 GOLD LEGEND,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971189120,1-MA-00,MAKYAJ,UNISEX,DGB000001179,SF AW24 NAILED IT 3 GOLD LEGEND
DGIP5SF1003,SF AW24 NAILED IT 5 PINK SUPERSTAR,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971189137,1-MA-00,MAKYAJ,UNISEX,DGB000001180,SF AW24 NAILED IT 5 PINK SUPERSTAR
DGIP5SF1004,SF AW24 NAILED IT 4 PEARL QUEEN,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971189144,1-MA-00,MAKYAJ,UNISEX,DGB000001182,SF AW24 NAILED IT 4 PEARL QUEEN
DGIP5SF1005,SF AW24 NAILED IT 2 HOLOGRAPHIC IDOL,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971189151,1-MA-00,MAKYAJ,UNISEX,DGB000001183,SF AW24 NAILED IT 2 HOLOGRAPHIC IDOL
DGIP5SF1006,SF AW24 NAILED IT 1 GLITTER ACE,SELEKTIF TEKLİ,DOLCE & GABBANA,8057971189168,1-MA-00,MAKYAJ,UNISEX,DGB000001184,SF AW24 NAILED IT 1 GLITTER ACE
DGIP5SF1011,AW25 MY NAIL MATCH 1 MY MISTY PINK,SELEKTIF TEKLİ,DOLCE & GABBANA,8056669926368,1-MA-00,MAKYAJ,UNISEX,,
DGIP5SF1012,AW25 MY NAIL MATCH 2 MY DUSTY ROSE,SELEKTIF TEKLİ,DOLCE & GABBANA,8056669926375,1-MA-00,MAKYAJ,UNISEX,,
DGIP5SF1013,AW25 MY NAIL MATCH 3 MY BLUSH MAUVE,SELEKTIF TEKLİ,DOLCE & GABBANA,8056669926382,1-MA-00,MAKYAJ,UNISEX,,
DGIP5SF1014,AW25 MY NAIL MATCH 4 MY LUSH ROSEW,SELEKTIF TEKLİ,DOLCE & GABBANA,8056669926399,1-MA-00,MAKYAJ,UNISEX,,
DGIP5SF1015,AW25 MY NAIL MATCH 5 MY PLUM MOCHA,SELEKTIF TEKLİ,DOLCE & GABBANA,8056669926405,1-MA-00,MAKYAJ,UNISEX,,
DGIP5SF1016,AW25 MY NAIL GLOSS 00 UNIVERSAL,SELEKTIF TEKLİ,DOLCE & GABBANA,8056669926467,1-MA-00,MAKYAJ,UNISEX,,
DGIP9LB1000,HYDRA DOSE HA ESSENCE,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754407891,1-CB-00,CİLT BAKIM,UNISEX,DGB000001232,HYDRA DOSE HA ESSENCE
DGIP9LB1001,RE BIRTH NIACINAMIDE SERUM 30ML,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754407914,1-CB-00,CİLT BAKIM,UNISEX,DGB000001233,RE BIRTH NIACINAMIDE SERUM 30ML
DGIP9LB1002,NO PUFF CAFFEINE EYE PATCHES,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754407938,1-CB-00,CİLT BAKIM,UNISEX,DGB000001234,NO PUFF CAFFEINE EYE PATCHES
DGIP9LB1003,NOURI LIP BERRY SCRUB 9ML,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754407945,1-CB-00,CİLT BAKIM,UNISEX,DGB000001235,NOURI LIP BERRY SCRUB 9ML
DGIP9LB1004,GLOW BOUNCE CERAMIDE CREAM,SELEKTIF TEKLİ,DOLCE & GABBANA,8054754407969,1-CB-00,CİLT BAKIM,UNISEX,DGB000001236,GLOW BOUNCE CERAMIDE CREAM
DGIP9OT2000,XMAS25DELUXPRIMER+MINISER+FACECREAM+TOOL,SELEKTIF ÇOKLU,DOLCE & GABBANA,8056669922490,1-CB-00,CİLT BAKIM,UNISEX,,
DGIP9SK1001,GLOW-REFRESH BASIL CLEANSER,SELEKTIF TEKLİ,DOLCE & GABBANA,8056669928690,1-CB-00,CİLT BAKIM,UNISEX,,
DGIP9SK1009,FRESH SKIN LIP PATCHES,SELEKTIF TEKLİ,DOLCE & GABBANA,8058806851748,1-CB-00,CİLT BAKIM,UNISEX,,
DVN65164660,DVN JARDIN DE LORANG EDP 100ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061991459,1-PA-00,PARFÜM,UNISEX,,
DVN65165120,DVN CANNABIS PATCHOULI EDP 100ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061992098,1-PA-00,PARFÜM,UNISEX,,
DVN65165121,DVN VOODOO CHILE EDP 100ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061992135,1-PA-00,PARFÜM,UNISEX,,
DVN65165145,DVN SANTAL GREENERY EDP 100ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061992487,1-PA-00,PARFÜM,UNISEX,,
DVN65165146,DVN FLEUR DU MAL EDP 100ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061992494,1-PA-00,PARFÜM,UNISEX,,
DVN65165149,DVN RAVING ROSE EDP 100ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061992531,1-PA-00,PARFÜM,UNISEX,,
DVN65165155,DVN NEON GARDEN EDP 100ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061992593,1-PA-00,PARFÜM,UNISEX,,
DVN65165156,DVN ROCK THE MYRRH EDP 100ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061992609,1-PA-00,PARFÜM,UNISEX,,
DVN65165157,DVN SOIE MALAQUAIS EDP 100ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061992616,1-PA-00,PARFÜM,UNISEX,,
DVN65165158,DVN ROSA CARNIVORA EDP 100ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061992623,1-PA-00,PARFÜM,UNISEX,,
DVN65165573,DVN SOIE MALAQUAIS EDP 200ML REFILL,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061994894,1-PA-00,PARFÜM,UNISEX,,
DVN65165579,DVN ROCK THE MYRRH EDP 200ML REFILL,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061994955,1-PA-00,PARFÜM,UNISEX,,
DVN65165586,DVN FLEUR DU MAL EDP 200ML REFILL,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061995020,1-PA-00,PARFÜM,UNISEX,,
